,term,coef,antonyms,antonym_source,annotated_causal_from_vocab,annotated_causal_from_train,annotated_causal_from_top,top_term,closest_ops_sim
533,bitter,0.21100000000000002,{'unresentful': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
534,creativity,0.21100000000000002,"{'stupidity': -0.277, 'ending': -0.324, 'unoriginal': -0.414, 'incompetence': -0.19, 'able': -0.308, 'unintelligent': -0.471, 'plain': -0.302, 'dislike': -0.877}",synonym_antonym,1.0,0.0,0.0,0.0,0.0
535,overacted,0.21100000000000002,"{'ride': -0.272, 'avoid': -0.855, 'start': -0.201}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
536,paper,0.21100000000000002,"{'material': -0.23, 'ability': -0.814}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
537,change,0.21,"{'death': -0.173, 'birth': -0.177}",antonym,0.0,0.0,0.0,0.0,0.0
538,dramatic,0.21,{'tragedy': -0.197},antonym,0.0,0.0,0.0,1.0,0.0
539,enhance,0.21,"{'bore': -0.785, 'fall': -0.154}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
540,jaws,0.21,"{'fall': -0.154, 'take': -0.165}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
541,recognize,0.21,"{'ignore': -0.158, 'take': -0.165}",antonym,0.0,0.0,0.0,0.0,0.0
542,brought,0.209,{'walk': -0.203},antonym,0.0,0.0,0.0,1.0,0.0
543,disgusting,0.209,{'free': -0.331},antonym,1.0,1.0,0.0,0.0,0.0
544,guessing,0.209,{'continue': -0.156},synonym_antonym,0.0,0.0,0.0,0.0,0.9
545,upbeat,0.209,{'failure': -0.707},antonym,0.0,0.0,0.0,0.0,0.0
546,essential,0.20800000000000002,"{'worst': -2.915, 'worse': -1.188, 'foreign': -0.318, 'unoriginal': -0.414, 'nonexistent': -0.598, 'unrealistic': -0.503, 'worthless': -0.359}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
547,focus,0.20800000000000002,"{'low': -0.399, 'bore': -0.785}",antonym,0.0,0.0,0.0,0.0,0.0
548,homage,0.20800000000000002,{'inferior': -0.644},synonym_antonym,0.0,0.0,0.0,0.0,0.0
549,hunt,0.20800000000000002,{'fail': -0.441},antonym,0.0,0.0,0.0,0.0,0.0
550,insanity,0.20800000000000002,"{'reason': -0.502, 'calm': -0.168, 'defeat': -0.193, 'lose': -0.328}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
551,intentionally,0.20800000000000002,{'unintentionally': -0.794},antonym,0.0,0.0,0.0,0.0,0.0
552,jumps,0.207,"{'free': -0.331, 'stay': -0.999, 'communicate': -0.427, 'let': -0.408, 'ride': -0.272, 'fall': -0.154, 'accept': -0.365}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
553,survived,0.207,"{'future': -0.315, 'ride': -0.272, 'fall': -0.154, 'lose': -0.328, 'take': -0.165}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
554,thumbs,0.207,{'walk': -0.203},synonym_antonym,0.0,0.0,0.0,0.0,0.0
555,decided,0.20600000000000002,{'same': -0.222},synonym_antonym,0.0,0.0,0.0,0.0,0.0
556,eighties,0.20600000000000002,"{'young': -0.295, 'old': -0.252, 'immature': -0.17}",antonym,0.0,0.0,0.0,0.0,0.0
557,ghost,0.20600000000000002,{'stay': -0.999},antonym,0.0,0.0,0.0,0.0,0.0
558,handle,0.20600000000000002,"{'fail': -0.441, 'studio': -0.411, 'stupidity': -0.277, 'stay': -0.999, 'miss': -0.35, 'fall': -0.154, 'ending': -0.324, 'take': -0.165}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
559,have,0.20600000000000002,{'lose': -0.328},antonym,0.0,0.0,0.0,0.0,0.0
560,members,0.20600000000000002,"{'walk': -0.203, 'ride': -0.272}",antonym,0.0,0.0,0.0,0.0,0.0
561,motorcycle,0.20600000000000002,{'walk': -0.203},synonym_antonym,0.0,0.0,0.0,0.0,0.0
562,trapped,0.20600000000000002,"{'free': -0.331, 'independent': -0.15}",antonym,0.0,0.0,0.0,0.0,0.0
563,asset,0.205,"{'originality': -0.825, 'difference': -0.247, 'ability': -0.814, 'bad': -1.959, 'worth': -0.327, 'weakness': -0.161, 'weak': -0.894, 'lose': -0.328, 'admit': -0.356}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
564,bring,0.205,{'walk': -0.203},antonym,0.0,0.0,0.0,0.0,0.0
565,hope,0.205,"{'feed': -0.236, 'dislike': -0.877}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
566,outdoor,0.204,{'internal': -0.169},antonym,0.0,0.0,0.0,0.0,0.0
567,prime,0.204,{'unoriginal': -0.414},synonym_antonym,0.0,0.0,0.0,0.0,0.0
568,quick,0.204,{'slow': -0.744},antonym,0.0,0.0,0.0,0.0,0.889
569,sons,0.204,{'old': -0.252},synonym_antonym,0.0,0.0,0.0,0.0,0.0
570,many,0.203,"{'few': -0.331, 'no': -0.644, 'all': -0.429, 'less': -0.302}",antonym,0.0,0.0,0.0,0.0,0.0
571,noticed,0.203,{'unseen': -0.155},synonym_antonym,0.0,0.0,0.0,0.0,0.0
572,typical,0.203,"{'false': -1.067, 'wrong': -0.539, 'unreal': -0.428}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
573,violent,0.203,"{'calm': -0.168, 'tame': -0.419, 'cold': -0.46, 'supported': -0.318, 'little': -0.289}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
574,asks,0.20199999999999999,{'slow': -0.744},synonym_antonym,0.0,0.0,0.0,0.0,0.894
575,babble,0.20199999999999999,{'continue': -0.156},antonym,0.0,0.0,0.0,0.0,0.0
576,cutting,0.20199999999999999,{'bad': -1.959},antonym,0.0,0.0,0.0,0.0,0.0
577,speaks,0.20199999999999999,"{'take': -0.165, 'absent': -0.845, 'bottom': -0.419, 'future': -0.315, 'ride': -0.272, 'continue': -0.156, 'lack': -0.445, 'merit': -0.266, 'lose': -0.328, 'hold': -0.359, 'slow': -0.744, 'stay': -0.999, 'proud': -0.205, 'plain': -0.302, 'left': -0.435}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
578,adventures,0.201,{'worst': -2.915},antonym,0.0,0.0,0.0,0.0,0.0
579,precise,0.201,{'general': -0.433},antonym,0.0,0.0,0.0,0.0,0.0
580,daughters,0.2,"{'defeat': -0.193, 'lose': -0.328, 'husband': -0.238}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
581,matters,0.2,"{'most': -0.418, 'dislike': -0.877, 'functional': -0.159}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
582,unintentional,0.2,"{'motivated': -0.171, 'general': -0.433}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
583,25,0.19899999999999998,{'all': -0.429},synonym_antonym,0.0,0.0,0.0,0.0,0.0
584,beginning,0.19899999999999998,{'ending': -0.324},antonym,0.0,0.0,0.0,0.0,0.0
585,bud,0.19899999999999998,"{'ending': -0.324, 'death': -0.173}",antonym,0.0,0.0,0.0,0.0,0.0
586,exquisitely,0.19899999999999998,{'rough': -0.359},antonym,0.0,0.0,0.0,0.0,0.0
587,heartstrings,0.19899999999999998,"{'hate': -1.427, 'dislike': -0.877}",antonym,0.0,0.0,0.0,0.0,0.0
588,mafia,0.19899999999999998,{'empty': -0.278},antonym,0.0,0.0,0.0,0.0,0.0
589,toys,0.19899999999999998,{'bottom': -0.419},antonym,0.0,0.0,0.0,0.0,0.0
590,villains,0.19899999999999998,{'functional': -0.159},antonym,0.0,0.0,0.0,0.0,0.0
591,ambitions,0.198,{'attract': -0.292},antonym,0.0,0.0,0.0,0.0,0.0
592,commentary,0.198,{'ignore': -0.158},antonym,0.0,0.0,0.0,0.0,0.0
593,found,0.198,{'avoid': -0.855},synonym_antonym,0.0,0.0,0.0,0.0,0.0
594,imaginative,0.198,{'unoriginal': -0.414},antonym,1.0,1.0,0.0,0.0,0.0
595,puke,0.198,"{'failure': -0.707, 'ride': -0.272, 'miss': -0.35}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
596,senses,0.198,"{'ride': -0.272, 'worth': -0.327}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
597,clothing,0.19699999999999998,"{'lack': -0.445, 'free': -0.331, 'empty': -0.278, 'dull': -1.881, 'take': -0.165, 'defense': -0.334, 'death': -0.173, 'birth': -0.177}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
598,coincidence,0.19699999999999998,"{'failure': -0.707, 'ending': -0.324, 'appearance': -0.346, 'misfortune': -0.334}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
599,distract,0.19699999999999998,"{'please': -0.395, 'calm': -0.168}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
600,dry,0.19699999999999998,{'wet': -0.313},antonym,0.0,0.0,0.0,0.0,0.0
601,nation,0.19699999999999998,{'union': -0.225},antonym,0.0,0.0,0.0,0.0,0.0
602,evoke,0.196,"{'bore': -0.785, 'calm': -0.168}",antonym,0.0,0.0,0.0,0.0,0.0
603,inaccurate,0.196,{'narrow': -0.286},synonym_antonym,0.0,0.0,0.0,0.0,0.0
604,selling,0.196,{'commercial': -0.386},antonym,0.0,0.0,0.0,0.0,0.0
605,abuse,0.195,"{'ride': -0.272, 'standard': -0.167}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
606,constantly,0.195,{'never': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
607,creepiness,0.195,"{'fear': -0.321, 'dislike': -0.877, 'pain': -0.574, 'pride': -0.162, 'miss': -0.35}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
608,toy,0.195,{'bottom': -0.419},antonym,0.0,0.0,0.0,0.0,0.0
609,middle,0.19399999999999998,{'empty': -0.278},synonym_antonym,0.0,0.0,0.0,0.0,0.0
610,waited,0.19399999999999998,{'continue': -0.156},antonym,0.0,0.0,0.0,0.0,0.0
611,capital,0.193,"{'loser': -0.469, 'little': -0.289}",antonym,0.0,0.0,0.0,0.0,0.0
612,promises,0.193,{'lack': -0.445},antonym,0.0,0.0,0.0,0.0,0.0
613,worthwhile,0.193,"{'evil': -0.415, 'worthless': -0.359}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
614,can,0.192,"{'free': -0.331, 'waste': -1.35}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
615,country,0.192,"{'mature': -0.179, 'immature': -0.17, 'union': -0.225}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
616,sound,0.192,"{'lose': -0.328, 'continue': -0.156}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
617,50s,0.191,"{'ignore': -0.158, 'all': -0.429}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
618,changing,0.191,{'dull': -1.881},synonym_antonym,0.0,0.0,0.0,0.0,0.0
619,competent,0.191,{'incompetent': -0.316},antonym,0.0,0.0,0.0,0.0,0.0
620,nipple,0.191,{'father': -0.167},antonym,0.0,0.0,0.0,0.0,0.0
621,older,0.191,"{'young': -0.295, 'immature': -0.17, 'future': -0.315}",antonym,0.0,0.0,0.0,0.0,0.0
622,plots,0.191,"{'fall': -0.154, 'empty': -0.278}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
623,put,0.191,"{'stand': -0.321, 'hire': -0.155, 'lie': -0.273, 'give': -0.164, 'ride': -0.272, 'left': -0.435, 'union': -0.225, 'standard': -0.167, 'sit': -0.259, 'free': -0.331, 'defense': -0.334, 'unintelligent': -0.471, 'bore': -0.785, 'fall': -0.154, 'defeat': -0.193, 'slow': -0.744, 'continue': -0.156, 'existence': -0.212, 'empty': -0.278, 'heavy': -0.991}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
624,revive,0.191,"{'bore': -0.785, 'curse': -0.19}",antonym,0.0,0.0,0.0,0.0,0.0
625,ties,0.191,"{'woman': -0.286, 'stupidity': -0.277, 'add': -0.34, 'dull': -1.881}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
626,voted,0.191,{'inferior': -0.644},synonym_antonym,0.0,0.0,0.0,0.0,0.0
627,endings,0.19,"{'hire': -0.155, 'add': -0.34}",antonym,0.0,0.0,0.0,0.0,0.0
628,illegal,0.19,"{'cold': -0.46, 'weak': -0.894}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
629,manages,0.19,"{'fail': -0.441, 'studio': -0.411}",antonym,0.0,0.0,0.0,0.0,0.0
630,plans,0.19,"{'left': -0.435, 'union': -0.225, 'worst': -2.915}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
631,bed,0.18899999999999997,"{'stand': -0.321, 'hire': -0.155}",antonym,0.0,0.0,0.0,0.0,0.0
632,peoples,0.18899999999999997,"{'living': -0.962, 'poor': -1.874}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
633,possesses,0.18899999999999997,{'woman': -0.286},antonym,0.0,0.0,0.0,0.0,0.0
634,prominent,0.18899999999999997,{'unimpressive': -0.462},antonym,1.0,0.0,0.0,0.0,0.0
635,bickering,0.188,{'miss': -0.35},antonym,0.0,0.0,0.0,0.0,0.0
636,bodies,0.188,"{'thick': -0.335, 'woman': -0.286, 'same': -0.222, 'fail': -0.441}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
637,language,0.188,"{'functional': -0.159, 'calm': -0.168, 'death': -0.173, 'fail': -0.441}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
638,wrecking,0.188,{'make': -0.159},antonym,0.0,0.0,0.0,0.0,0.0
639,enhances,0.187,"{'bore': -0.785, 'fall': -0.154}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
640,exploitation,0.187,{'functional': -0.159},antonym,0.0,0.0,0.0,0.0,0.0
641,flashy,0.187,"{'plain': -0.302, 'unimpressive': -0.462, 'unintelligent': -0.471, 'inferior': -0.644}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
642,talks,0.187,"{'con': -0.232, 'fail': -0.441, 'war': -0.201}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
643,affect,0.18600000000000003,"{'please': -0.395, 'calm': -0.168, 'make': -0.159, 'tune': -0.162, 'wet': -0.313, 'wrong': -0.539, 'empty': -0.278, 'dull': -1.881, 'wasteful': -0.151, 'curse': -0.19, 'young': -0.295, 'miss': -0.35, 'stay': -0.999, 'death': -0.173, 'birth': -0.177, 'inferior': -0.644, 'stretch': -0.156, 'fall': -0.154, 'ending': -0.324}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
644,channel,0.18600000000000003,{'take': -0.165},antonym,0.0,0.0,0.0,0.0,0.0
645,natural,0.18600000000000003,{'unnatural': -0.237},antonym,0.0,0.0,0.0,0.0,0.0
646,slice,0.18600000000000003,{'stay': -0.999},antonym,0.0,0.0,0.0,0.0,0.0
647,uncommon,0.18600000000000003,{'unimpressive': -0.462},antonym,0.0,0.0,0.0,0.0,0.0
648,you,0.18600000000000003,{'unoriginal': -0.414},synonym_antonym,0.0,0.0,0.0,0.0,0.0
649,brain,0.185,{'stupidity': -0.277},synonym_antonym,0.0,0.0,0.0,0.0,0.0
650,british,0.185,{'union': -0.225},synonym_antonym,0.0,0.0,0.0,0.0,0.0
651,era,0.185,{'night': -0.394},antonym,0.0,0.0,0.0,1.0,0.0
652,protect,0.185,{'let': -0.408},antonym,0.0,0.0,0.0,0.0,0.0
653,urgency,0.185,{'curse': -0.19},synonym_antonym,0.0,0.0,0.0,0.0,0.0
654,witty,0.185,{'humorless': -0.308},antonym,1.0,1.0,0.0,0.0,0.0
655,buffs,0.184,"{'uneven': -0.404, 'rough': -0.359}",antonym,0.0,0.0,0.0,0.0,0.0
656,goofs,0.184,"{'stay': -0.999, 'merit': -0.266, 'bore': -0.785, 'fall': -0.154, 'curse': -0.19, 'continue': -0.156, 'make': -0.159, 'father': -0.167}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
657,stimulating,0.184,{'uninteresting': -0.361},antonym,1.0,0.0,0.0,0.0,0.0
658,happen,0.183,"{'stretch': -0.156, 'gain': -0.286, 'stay': -0.999, 'ride': -0.272, 'fall': -0.154, 'inferior': -0.644, 'standard': -0.167, 'death': -0.173, 'walk': -0.203, 'tune': -0.162}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
659,purpose,0.183,"{'functional': -0.159, 'continue': -0.156, 'take': -0.165, 'stupidity': -0.277}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
660,thrilling,0.183,{'uninteresting': -0.361},synonym_antonym,0.0,0.0,0.0,0.0,0.0
661,coherent,0.182,{'incoherent': -0.327},antonym,1.0,1.0,0.0,0.0,0.0
662,ninety,0.182,{'all': -0.429},synonym_antonym,0.0,0.0,0.0,0.0,0.0
663,rating,0.182,"{'low': -0.399, 'mild': -0.299}",antonym,0.0,0.0,0.0,0.0,0.0
664,universal,0.182,{'narrow': -0.286},synonym_antonym,0.0,0.0,0.0,0.0,0.0
665,virtues,0.182,{'evil': -0.415},antonym,0.0,0.0,0.0,0.0,0.0
666,decrepit,0.18100000000000002,{'weakness': -0.161},synonym_antonym,0.0,0.0,0.0,0.0,0.0
667,enthralling,0.18100000000000002,"{'unattractive': -0.345, 'uninteresting': -0.361}",antonym,1.0,0.0,0.0,0.0,0.0
668,hiding,0.18100000000000002,"{'free': -0.331, 'stay': -0.999}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
669,jarring,0.18100000000000002,{'hard': -0.5},synonym_antonym,0.0,0.0,0.0,0.0,0.0
670,responsible,0.18100000000000002,{'careless': -0.166},synonym_antonym,1.0,1.0,0.0,0.0,0.0
671,flew,0.18,{'miss': -0.35},antonym,0.0,0.0,0.0,0.0,0.0
672,grab,0.18,"{'free': -0.331, 'start': -0.201, 'loose': -0.374, 'avoid': -0.855, 'stay': -0.999}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
673,knows,0.18,{'ignore': -0.158},antonym,0.0,0.0,0.0,0.0,0.0
674,nearly,0.18,"{'attract': -0.292, 'least': -0.263, 'cold': -0.46, 'no': -0.644, 'all': -0.429, 'little': -0.289}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
675,realizing,0.18,{'ignore': -0.158},antonym,0.0,0.0,0.0,0.0,0.0
676,weird,0.18,"{'credible': -0.222, 'unimpressive': -0.462}",synonym_antonym,1.0,1.0,0.0,0.0,0.0
677,favourite,0.179,{'unpopular': -0.762},antonym,1.0,1.0,0.0,0.0,0.0
678,fortunate,0.179,"{'unlucky': -0.327, 'unfortunate': -0.386}",antonym,1.0,0.0,0.0,0.0,0.0
679,national,0.179,"{'foreign': -0.318, 'international': -0.274}",antonym,0.0,0.0,0.0,0.0,0.0
680,popular,0.179,{'unpopular': -0.762},antonym,0.0,0.0,0.0,0.0,0.0
681,wealthy,0.179,{'poor': -1.874},antonym,0.0,0.0,0.0,0.0,0.0
682,dad,0.17800000000000002,{'mother': -0.154},antonym,0.0,0.0,0.0,0.0,0.0
683,eating,0.17800000000000002,{'failure': -0.707},antonym,0.0,0.0,0.0,0.0,0.0
684,pro,0.17800000000000002,{'amateur': -0.277},antonym,0.0,0.0,0.0,0.0,0.0
685,promised,0.17800000000000002,{'lack': -0.445},antonym,0.0,0.0,0.0,0.0,0.0
686,striking,0.17800000000000002,"{'unimpressive': -0.462, 'stay': -0.999}",antonym,1.0,0.0,0.0,0.0,0.0
687,benefits,0.177,"{'ride': -0.272, 'bad': -1.959}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
688,feel,0.177,"{'continue': -0.156, 'stay': -0.999, 'stand': -0.321, 'lose': -0.328, 'depressing': -0.673, 'fall': -0.154, 'curse': -0.19, 'fail': -0.441, 'fear': -0.321}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
689,partially,0.177,{'wholly': -0.161},antonym,0.0,0.0,0.0,0.0,0.0
690,sides,0.177,"{'stay': -0.999, 'fall': -0.154}",antonym,0.0,0.0,0.0,0.0,0.0
691,breathtaking,0.17600000000000002,{'uninteresting': -0.361},synonym_antonym,1.0,0.0,0.0,0.0,0.0
692,distribution,0.17600000000000002,"{'defense': -0.334, 'inferior': -0.644}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
693,eden,0.17600000000000002,"{'miss': -0.35, 'stay': -0.999}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
694,fetched,0.17600000000000002,{'lose': -0.328},antonym,0.0,0.0,0.0,0.0,0.0
695,several,0.17600000000000002,"{'same': -0.222, 'no': -0.644, 'all': -0.429, 'loser': -0.469}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
696,sigh,0.17600000000000002,{'free': -0.331},synonym_antonym,0.0,0.0,0.0,0.0,0.0
697,khan,0.175,"{'admit': -0.356, 'let': -0.408, 'free': -0.331}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
698,non,0.175,{'commercial': -0.386},synonym_antonym,0.0,0.0,0.0,0.0,0.0
699,revolve,0.175,{'empty': -0.278},antonym,0.0,0.0,0.0,0.0,0.0
700,setting,0.175,{'vertical': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
701,featuring,0.174,"{'internal': -0.169, 'inner': -0.793, 'lack': -0.445, 'stay': -0.999, 'ability': -0.814}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
702,genuine,0.174,"{'false': -1.067, 'unreal': -0.428}",antonym,0.0,0.0,0.0,0.0,0.0
703,imagine,0.174,"{'supported': -0.318, 'ride': -0.272, 'plain': -0.302, 'unimpressive': -0.462, 'worst': -2.915, 'lose': -0.328, 'ignore': -0.158, 'fail': -0.441}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
704,tonight,0.174,{'absent': -0.845},antonym,0.0,0.0,0.0,0.0,0.0
705,introduced,0.17300000000000001,{'sit': -0.259},antonym,0.0,0.0,0.0,0.0,0.0
706,raise,0.17300000000000001,{'narrow': -0.286},synonym_antonym,0.0,0.0,0.0,0.0,0.0
707,choosing,0.172,"{'stay': -0.999, 'give': -0.164, 'attractive': -0.363, 'ride': -0.272, 'fall': -0.154, 'same': -0.222, 'dull': -1.881, 'lost': -0.323}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
708,mummy,0.172,"{'father': -0.167, 'thick': -0.335}",antonym,0.0,0.0,0.0,0.0,0.0
709,rapid,0.172,{'slow': -0.744},antonym,0.0,0.0,0.0,0.0,0.0
710,sites,0.172,{},empty,0.0,0.0,0.0,0.0,0.0
711,tops,0.172,"{'inferior': -0.644, 'worst': -2.915, 'low': -0.399}",antonym,0.0,0.0,0.0,0.0,0.0
712,chat,0.171,{'forward': -0.403},antonym,0.0,0.0,0.0,0.0,0.0
713,continues,0.171,{'admit': -0.356},antonym,0.0,0.0,0.0,0.0,0.0
714,men,0.171,"{'ride': -0.272, 'stay': -0.999}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
715,suitable,0.171,{'evil': -0.415},antonym,0.0,0.0,0.0,0.0,0.0
716,explosions,0.17,"{'failing': -0.196, 'stay': -0.999, 'pass': -0.499, 'lose': -0.328}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
717,heartbreaking,0.17,{'joyful': 0.0},oov_antonym,0.0,0.0,0.0,0.0,0.0
718,purchase,0.17,"{'take': -0.165, 'lose': -0.328}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
719,wiser,0.17,"{'rough': -0.359, 'blind': -0.296, 'careless': -0.166, 'bad': -1.959, 'inferior': -0.644}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
720,buy,0.16899999999999998,"{'take': -0.165, 'lose': -0.328}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
721,chapter,0.16899999999999998,{'birth': -0.177},synonym_antonym,0.0,0.0,0.0,0.0,0.0
722,hundreds,0.16899999999999998,{'all': -0.429},synonym_antonym,0.0,0.0,0.0,0.0,0.0
723,kiddies,0.16899999999999998,"{'wise': -0.886, 'woman': -0.286}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
724,partly,0.16899999999999998,{'wholly': -0.161},antonym,0.0,0.0,0.0,0.0,0.0
725,picks,0.16899999999999998,{'give': -0.164},antonym,0.0,0.0,0.0,0.0,0.0
726,tension,0.16899999999999998,{'slow': -0.744},synonym_antonym,0.0,0.0,0.0,0.0,0.0
727,beaver,0.168,"{'empty': -0.278, 'lack': -0.445}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
728,groups,0.168,{'woman': -0.286},antonym,0.0,0.0,0.0,0.0,0.0
729,policeman,0.168,{'woman': -0.286},antonym,0.0,0.0,0.0,0.0,0.0
730,smiles,0.168,{'slow': -0.744},antonym,0.0,0.0,0.0,0.0,0.0
731,door,0.16699999999999998,{'free': -0.331},antonym,0.0,0.0,0.0,0.0,0.0
732,heroes,0.16699999999999998,{'inferior': -0.644},synonym_antonym,0.0,0.0,0.0,0.0,0.0
733,runs,0.16699999999999998,{'hard': -0.5},antonym,0.0,0.0,0.0,0.0,0.0
734,appealing,0.166,"{'unappealing': -0.211, 'unattractive': -0.345}",antonym,1.0,1.0,0.0,0.0,0.0
735,awe,0.166,{'dislike': -0.877},synonym_antonym,0.0,0.0,0.0,0.0,0.9
736,cherish,0.166,"{'hate': -1.427, 'dislike': -0.877}",antonym,0.0,0.0,0.0,0.0,0.0
737,enters,0.166,{'stay': -0.999},synonym_antonym,0.0,0.0,0.0,0.0,0.0
738,event,0.166,"{'fall': -0.154, 'ending': -0.324}",antonym,0.0,0.0,0.0,0.0,0.0
739,gifted,0.166,{'untalented': -0.159},antonym,1.0,0.0,0.0,0.0,0.0
740,musicals,0.166,"{'unreal': -0.428, 'lack': -0.445, 'optimistic': -0.321, 'start': -0.201, 'color': -0.857, 'dull': -1.881, 'unattractive': -0.345}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
741,remarks,0.166,"{'mature': -0.179, 'immature': -0.17, 'hold': -0.359, 'add': -0.34, 'accept': -0.365, 'defeat': -0.193}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
742,spare,0.166,"{'act': -0.276, 'attractive': -0.363}",antonym,0.0,0.0,0.0,0.0,0.0
743,stiller,0.166,{'heavy': -0.991},antonym,0.0,0.0,0.0,0.0,0.0
744,teeth,0.166,"{'future': -0.315, 'take': -0.165}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
745,centered,0.165,{'whole': -0.155},synonym_antonym,0.0,0.0,0.0,0.0,0.0
746,reviewer,0.165,{'amateur': -0.277},synonym_antonym,0.0,0.0,0.0,0.0,0.0
747,silence,0.165,"{'worry': -0.183, 'stay': -0.999, 'heavy': -0.991}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
748,count,0.16399999999999998,"{'gain': -0.286, 'give': -0.164, 'woman': -0.286}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
749,real,0.16399999999999998,"{'unreal': -0.428, 'unrealistic': -0.503}",antonym,0.0,0.0,0.0,0.0,0.0
750,cruise,0.163,"{'ride': -0.272, 'fall': -0.154}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
751,integrity,0.162,{'whole': -0.155},antonym,0.0,0.0,0.0,0.0,0.0
752,narration,0.162,"{'spell': -0.223, 'continue': -0.156, 'hire': -0.155, 'add': -0.34, 'dislike': -0.877, 'future': -0.315}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
753,parent,0.162,"{'father': -0.167, 'mother': -0.154}",antonym,0.0,0.0,0.0,0.0,0.0
754,strengths,0.162,"{'weakness': -0.161, 'weak': -0.894}",antonym,0.0,0.0,0.0,0.0,0.0
755,suits,0.162,{'take': -0.165},synonym_antonym,0.0,0.0,0.0,0.0,0.0
756,warmth,0.162,{'cold': -0.46},synonym_antonym,0.0,0.0,0.0,0.0,0.0
757,behaviors,0.161,{'difficult': -0.32},synonym_antonym,0.0,0.0,0.0,0.0,0.0
758,biting,0.161,{'stale': -0.503},synonym_antonym,0.0,0.0,0.0,0.0,0.0
759,knowing,0.161,"{'naive': -0.184, 'public': -0.325}",synonym_antonym,0.0,0.0,0.0,0.0,0.0
