,term,coef,antonyms,antonym_source,annotated_causal_from_vocab,annotated_causal_from_train,annotated_causal_from_top,top_term,closest_ops_sim
530,photos,-0.61,{'color': 0.013},antonym,0,0.0,0.0,0.0,0.0
531,some,0.077,"{'many': -0.337, 'no': -1.045, 'all': -0.003}",antonym,0,0.0,0.0,0.0,0.0
532,help,-0.179,{'miss': 0.409},antonym,0,0.0,0.0,0.0,0.0
533,distracting,-0.5820000000000001,{'organized': 0.653},antonym,1,1.0,0.0,0.0,0.0
534,edit,0.409,"{'focus': -0.292, 'wet': -0.239, 'thin': -0.416, 'better': -0.291, 'clutter': -0.189, 'dirty': -0.056, 'dry': -0.306, 'dull': -1.066, 'fill': -0.485}",synonym_antonym,0,0.0,0.0,0.0,0.0
535,truth,1.129,"{'general': -0.117, 'specific': -0.593, 'common': -0.212}",synonym_antonym,0,0.0,0.0,0.0,0.0
536,encounter,-0.431,"{'back': 0.204, 'agree': 0.305}",antonym,0,0.0,0.0,0.0,0.0
537,rock,-0.079,"{'past': 0.244, 'present': 0.553, 'end': 0.821}",synonym_antonym,0,0.0,0.0,0.0,0.0
538,mason,0.406,{'sister': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
539,paleo,0.022000000000000002,{'ending': -0.219},synonym_antonym,0,0.0,0.0,0.0,0.0
540,day,0.46399999999999997,{'big': -0.25},synonym_antonym,0,0.0,0.0,1.0,0.915
541,mouse,0.402,{'male': -0.344},antonym,0,0.0,0.0,0.0,0.0
542,glued,0.313,{'unaffixed': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
543,ice,0.401,"{'dry': -0.306, 'young': -0.595}",antonym,0,0.0,0.0,0.0,0.0
544,results,0.4,{'middle': -0.304},antonym,0,0.0,0.0,0.0,0.0
545,facts,-0.115,{'particular': 0.194},antonym,0,0.0,0.0,0.0,0.0
546,stayed,0.718,{'move': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
547,saw,0.22,"{'focus': -0.292, 'wet': -0.239}",synonym_antonym,0,0.0,0.0,0.0,0.0
548,suggestions,0.138,{'dull': -1.066},synonym_antonym,0,0.0,0.0,0.0,0.0
549,surprise,0.847,"{'go': -0.151, 'come': -0.091, 'ending': -0.219, 'middle': -0.304, 'open': -0.062, 'low': -0.214, 'high': -0.298}",synonym_antonym,0,0.0,0.0,0.0,0.0
550,coaster,0.395,{'someone': -0.873},antonym,0,0.0,0.0,0.0,0.0
551,suspenseful,0.243,{'relaxed': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
552,intrigued,-0.268,{'fit': 0.219},antonym,1,1.0,0.0,0.0,0.0
553,lovers,0.053,{'unknot': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
554,simple,-0.10400000000000001,{'complex': 0.208},antonym,0,0.0,0.0,0.0,0.0
555,background,-0.625,{'figure': 0.123},antonym,0,0.0,0.0,0.0,0.0
556,eat,-0.619,"{'lose': 0.122, 'recall': 0.338, 'end': 0.821, 'start': 0.329, 'begin': 0.751, 'side': 0.187, 'stay': 0.399, 'up': 0.166, 'enjoy': 0.391, 'complex': 0.208, 'take': 0.241, 'black': 0.023}",synonym_antonym,0,0.0,0.0,0.0,0.0
557,successful,-0.66,"{'quickly': 0.154, 'survive': 0.418}",synonym_antonym,1,1.0,0.0,0.0,0.0
558,upset,-0.182,{'good': 1.216},antonym,1,1.0,0.0,0.0,0.0
559,bride,0.809,{'unattached': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
560,check,0.632,"{'respect': -0.598, 'worst': -1.792, 'push': -0.752}",synonym_antonym,0,0.0,0.0,0.0,0.0
561,faith,-0.14400000000000002,{'apophatism': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
562,hear,0.102,"{'open': -0.062, 'juvenile': -1.104}",synonym_antonym,0,0.0,0.0,0.0,0.0
563,wish,0.47100000000000003,{'short': -0.226},synonym_antonym,0,0.0,0.0,0.0,0.0
564,brilliant,1.204,"{'worst': -1.792, 'ugly': -1.081, 'low': -0.214}",synonym_antonym,1,1.0,0.0,0.0,0.0
565,travel,0.341,{'go': -0.151},antonym,0,0.0,0.0,0.0,0.0
566,period,0.084,"{'beginning': -0.085, 'middle': -0.304, 'male': -0.344, 'adult': -0.674, 'female': -1.742, 'poor': -1.049, 'hard': -0.618, 'minimum': -0.36, 'please': -0.431, 'old': -0.326, 'thin': -0.416, 'break': -0.172, 'incomplete': -1.489, 'low': -0.214, 'simple': -0.104, 'open': -0.062, 'young': -0.595, 'immature': -0.475, 'modern': -0.25, 'aged': -0.134, 'development': -0.471, 'stupidity': -1.093}",synonym_antonym,0,0.0,0.0,0.0,0.0
567,than,0.043,"{'pull': -0.049, 'appear': -0.028, 'impossible': -0.521}",synonym_antonym,0,0.0,0.0,0.0,0.0
568,captured,0.511,{'charge': -0.497},synonym_antonym,0,0.0,0.0,0.0,0.0
569,formatting,-0.184,{'stay': 0.399},antonym,0,0.0,0.0,0.0,0.0
570,prove,0.384,{'pass': -0.948},antonym,0,0.0,0.0,0.0,0.0
571,lot,-0.122,"{'close': 1.103, 'stay': 0.399, 'take': 0.241, 'right': 0.219, 'success': 0.008, 'head': 0.744, 'order': 0.377, 'complex': 0.208}",synonym_antonym,0,0.0,0.0,0.0,0.0
572,apply,0.10400000000000001,"{'middle': -0.304, 'stand': -0.849, 'lack': -0.328, 'go': -0.151, 'dry': -0.306, 'buy': -0.115, 'appear': -0.028}",synonym_antonym,0,0.0,0.0,0.0,0.0
573,answers,0.207,"{'immature': -0.475, 'free': -1.085, 'background': -0.625, 'hold': -0.39, 'pack': -0.013, 'positive': -0.419, 'give': -0.209, 'engage': -0.058}",synonym_antonym,0,0.0,0.0,0.0,0.0
574,best,0.525,"{'bad': -0.784, 'worst': -1.792}",antonym,1,1.0,0.0,0.0,0.0
575,new,0.361,{'old': -0.326},antonym,0,0.0,0.0,0.0,0.0
576,quiet,0.379,{'wild': -0.281},antonym,0,0.0,0.0,0.0,0.0
577,granted,0.37799999999999995,{'unacknowledged': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
578,clear,0.019,"{'same': -0.751, 'incomplete': -1.489, 'thin': -0.416, 'unrealistic': -0.852, 'dull': -1.066, 'useless': -0.636}",synonym_antonym,1,1.0,0.0,0.0,0.0
579,quick,0.183,{'slow': -1.023},antonym,0,0.0,0.0,0.0,0.0
580,reasons,0.163,"{'ending': -0.219, 'beginning': -0.085}",synonym_antonym,0,0.0,0.0,0.0,0.0
581,read,0.32799999999999996,"{'charge': -0.497, 'pack': -0.013}",antonym,0,0.0,0.0,0.0,0.0
582,catch,0.191,{'open': -0.062},antonym,0,0.0,0.0,0.0,0.0
583,extra,0.342,{'necessary': -0.57},antonym,0,0.0,0.0,0.0,0.0
584,purchased,-0.145,{'sell': 0.128},antonym,0,0.0,0.0,0.0,0.0
585,sir,0.369,"{'woman': -0.213, 'juvenile': -1.104, 'female': -1.742}",antonym,0,0.0,0.0,0.0,0.0
586,loss,-0.304,{'engage': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
587,12,0.368,{'all': -0.003},synonym_antonym,0,0.0,0.0,0.0,0.0
588,chase,0.24600000000000002,"{'stand': -0.849, 'level': -0.225, 'push': -0.752}",synonym_antonym,0,0.0,0.0,0.0,0.0
589,ages,-0.602,{'mature': 0.17},antonym,0,0.0,0.0,0.0,0.0
590,fifty,-0.218,{'some': 0.077},synonym_antonym,0,0.0,0.0,0.0,0.0
591,your,0.198,{'unaggressive': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
592,broken,-0.032,{'perfect': 1.168},antonym,0,0.0,0.0,0.0,0.0
593,men,-0.268,{'back': 0.204},antonym,0,0.0,0.0,0.0,0.0
594,surprises,0.889,"{'go': -0.151, 'come': -0.091, 'ending': -0.219, 'middle': -0.304, 'open': -0.062, 'low': -0.214, 'high': -0.298}",synonym_antonym,0,0.0,0.0,0.0,0.0
595,wild,-0.281,{'quiet': 0.379},antonym,0,0.0,0.0,0.0,0.0
596,willing,0.36200000000000004,"{'sad': -0.054, 'depressing': -0.253, 'low': -0.214, 'unhappy': -0.848}",synonym_antonym,0,0.0,0.0,0.0,0.0
597,length,-0.423,{'long': 0.401},antonym,0,0.0,0.0,0.0,0.0
598,lively,0.361,"{'dull': -1.066, 'tired': -1.066}",antonym,1,1.0,0.0,0.0,0.0
599,world,0.379,"{'woman': -0.213, 'juvenile': -1.104, 'female': -1.742}",antonym,0,0.0,0.0,0.0,0.0
600,questions,0.8909999999999999,"{'say': -0.403, 'tell': -0.091}",synonym_antonym,0,0.0,0.0,0.0,0.0
601,issue,0.831,{'focus': -0.292},antonym,0,0.0,0.0,0.0,0.0
602,learn,0.136,"{'left': -0.593, 'give': -0.209}",synonym_antonym,0,0.0,0.0,0.0,0.0
603,curious,-0.22899999999999998,"{'ordinary': 0.806, 'well': 0.646, 'usual': 0.292}",synonym_antonym,0,0.0,0.0,0.0,0.0
604,cast,0.35600000000000004,{'push': -0.752},antonym,0,0.0,0.0,0.0,0.0
605,spoiler,0.355,{'member': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
606,perry,0.354,{'nonalcoholic': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
607,total,-0.107,{'gain': 0.108},antonym,0,0.0,0.0,0.0,0.0
608,king,0.934,{'unable': -0.809},antonym,0,0.0,0.0,0.0,0.0
609,spell,0.207,{'communicate': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
610,state,0.353,{'immature': -0.475},antonym,0,0.0,0.0,0.0,0.0
611,moves,-0.34600000000000003,"{'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39}",antonym,0,0.0,0.0,0.0,0.0
612,setting,-0.342,"{'day': 0.464, 'raw': 0.097}",synonym_antonym,0,0.0,0.0,0.0,0.0
613,teens,0.011000000000000001,{'immature': -0.475},antonym,0,0.0,0.0,0.0,0.0
614,contrived,-0.442,{'unplanned': 0.0},oov_antonym,1,1.0,0.0,0.0,0.0
615,longer,0.124,{'male': -0.344},antonym,0,0.0,0.0,0.0,0.0
616,means,-0.272,{'danger': 0.126},antonym,0,0.0,0.0,0.0,0.0
617,fate,0.345,"{'ending': -0.219, 'beginning': -0.085}",synonym_antonym,0,0.0,0.0,0.0,0.0
618,from,0.17,{'indirect': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
619,magical,0.09300000000000001,"{'natural': -0.072, 'real': -0.211}",antonym,1,0.0,0.0,0.0,0.0
620,approach,0.36,{'go': -0.151},antonym,0,0.0,0.0,0.0,0.0
621,look,0.345,"{'respect': -0.598, 'lack': -0.328, 'avoid': -0.014}",synonym_antonym,0,0.0,0.0,0.0,0.0
622,throughout,0.617,{'crosswise': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
623,interesting,0.5429999999999999,{'uninteresting': -0.731},antonym,1,1.0,0.0,0.0,0.0
624,fashioned,0.34,{'undesigned': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
625,everyday,0.25,{'strange': -1.284},synonym_antonym,0,0.0,0.0,0.0,0.0
626,recall,0.33799999999999997,{'forget': -1.009},antonym,0,0.0,0.0,0.0,0.0
627,across,1.256,{'lengthwise': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
628,gore,-0.251,"{'close': 1.103, 'move': 0.143}",synonym_antonym,0,0.0,0.0,0.0,0.0
629,able,1.2930000000000001,{'unable': -0.809},antonym,0,0.0,0.0,0.0,0.0
630,thorough,0.335,{'careless': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
631,desserts,0.33299999999999996,"{'dry': -0.306, 'left': -0.593, 'goodness': -0.321, 'hate': -0.71, 'man': -0.3}",synonym_antonym,0,0.0,0.0,0.0,0.0
632,pulled,0.56,{'push': -0.752},antonym,0,0.0,0.0,0.0,0.0
633,rhymes,-0.276,"{'start': 0.329, 'stay': 0.399}",antonym,0,0.0,0.0,0.0,0.0
634,universe,0.33299999999999996,"{'finish': -0.786, 'woman': -0.213, 'juvenile': -1.104, 'female': -1.742}",synonym_antonym,0,0.0,0.0,0.0,0.0
635,partner,0.332,{'waste': -2.789},antonym,0,0.0,0.0,0.0,0.0
636,warm,-1.341,"{'cold': 0.097, 'cool': 1.151}",antonym,0,0.0,0.0,0.0,0.0
637,release,0.17600000000000002,"{'engage': -0.058, 'hold': -0.39}",antonym,0,0.0,0.0,0.0,0.0
638,son,0.493,"{'girl': -0.192, 'female': -1.742}",antonym,0,0.0,0.0,0.0,0.0
639,fears,0.9159999999999999,{'afraid': -0.064},antonym,0,0.0,0.0,0.0,0.0
640,laughter,-0.027000000000000003,"{'cry': 0.353, 'ordinary': 0.806, 'begin': 0.751}",synonym_antonym,0,0.0,0.0,0.0,0.0
641,lucky,-0.114,{'unfortunate': 0.0},oov_antonym,1,1.0,0.0,0.0,0.0
642,student,0.106,{'stupidity': -1.093},antonym,0,0.0,0.0,0.0,0.0
643,subject,-0.254,"{'truth': 1.129, 'answer': 0.183, 'secondary': 0.16}",synonym_antonym,0,0.0,0.0,0.0,0.0
644,provide,0.326,"{'stand': -0.849, 'better': -0.291, 'little': -0.175, 'necessary': -0.57, 'lack': -0.328, 'please': -0.431, 'standard': -0.799, 'majority': -0.372, 'beginning': -0.085, 'free': -1.085, 'pull': -0.049, 'waste': -2.789, 'low': -0.214, 'activity': -0.375, 'unable': -0.809, 'high': -0.298, 'focus': -0.292, 'wet': -0.239, 'fill': -0.485, 'give': -0.209, 'thin': -0.416}",synonym_antonym,0,0.0,0.0,0.0,0.0
645,alright,-0.436,{'front': 0.219},synonym_antonym,0,0.0,0.0,0.0,0.0
646,cant,-0.16,{'significance': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
647,absolutely,0.643,"{'early': -0.104, 'middle': -0.304}",synonym_antonym,0,0.0,0.0,0.0,0.0
648,aliens,0.087,{'intrinsic': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
649,master,0.078,{'forget': -1.009},antonym,0,0.0,0.0,0.0,0.0
650,doing,-0.42100000000000004,{'tightness': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
651,mad,0.011000000000000001,{'unangry': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
652,stick,-0.299,"{'lose': 0.122, 'sell': 0.128, 'end': 0.821, 'stay': 0.399}",antonym,0,0.0,0.0,0.0,0.0
653,popular,0.319,{'far': -0.333},antonym,1,0.0,0.0,0.0,0.0
654,episode,0.7240000000000001,{'dramatic': -0.154},antonym,0,0.0,0.0,0.0,0.0
655,expecting,-0.255,"{'add': 0.412, 'stay': 0.399, 'lose': 0.122, 'answer': 0.183, 'enjoy': 0.391}",synonym_antonym,0,0.0,0.0,0.0,0.0
656,smart,0.537,"{'stupid': -2.048, 'pleasure': -0.35}",antonym,1,1.0,0.0,0.0,0.0
657,am,0.5720000000000001,{'time': -0.01},antonym,0,0.0,0.0,0.0,0.0
658,away,-0.138,{'right': 0.219},antonym,0,0.0,0.0,0.0,0.0
659,gaps,0.314,"{'simple': -0.104, 'give': -0.209}",antonym,0,0.0,0.0,0.0,0.0
660,live,0.759,"{'juvenile': -1.104, 'admit': -0.364, 'let': -0.665, 'free': -1.085, 'break': -0.172, 'woman': -0.213, 'level': -0.225, 'poor': -1.049, 'dull': -1.066, 'charge': -0.497, 'stand': -0.849}",synonym_antonym,0,0.0,0.0,0.0,0.0
661,twilight,-0.24,{'day': 0.464},antonym,0,0.0,0.0,0.0,0.0
662,types,-0.066,"{'lose': 0.122, 'recall': 0.338}",synonym_antonym,0,0.0,0.0,0.0,0.0
663,eve,0.094,{'day': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
664,meant,-0.098,{'unintended': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
665,between,0.47,{'beginning': -0.085},antonym,0,0.0,0.0,0.0,0.0
666,covered,0.309,"{'tell': -0.091, 'colorful': -0.066, 'dry': -0.306, 'dark': -0.465, 'open': -0.062, 'hard': -0.618}",synonym_antonym,0,0.0,0.0,0.0,0.0
667,stuff,-0.545,"{'large': 0.285, 'stay': 0.399, 'running': 0.527, 'cool': 1.151, 'lose': 0.122, 'smooth': 0.862, 'fall': 0.319, 'follow': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
668,boxed,-0.506,{'smooth': 0.862},synonym_antonym,0,0.0,0.0,0.0,0.0
669,homemade,0.307,"{'fine': -0.135, 'even': -0.472}",synonym_antonym,0,0.0,0.0,0.0,0.0
670,redemption,0.307,"{'waste': -2.789, 'war': -0.19, 'evil': -0.021, 'better': -0.291}",synonym_antonym,0,0.0,0.0,0.0,0.0
671,begin,0.7509999999999999,"{'leave': -0.562, 'avoid': -0.014, 'break': -0.172}",synonym_antonym,0,0.0,0.0,0.0,0.0
672,profanity,-0.855,"{'nice': 1.156, 'ordinary': 0.806, 'cry': 0.353, 'clean': 0.426, 'keep': 0.39}",synonym_antonym,1,1.0,0.0,0.0,0.0
673,turn,0.613,"{'thin': -0.416, 'moral': -0.289, 'come': -0.091, 'tense': -0.848, 'engage': -0.058, 'die': -0.366, 'rough': -0.247, 'go': -0.151, 'leave': -0.562, 'single': -0.469, 'incomplete': -1.489, 'focus': -0.292, 'wet': -0.239, 'appear': -0.028, 'let': -0.665}",synonym_antonym,0,0.0,0.0,0.0,0.0
674,basics,0.361,{'general': -0.117},antonym,0,0.0,0.0,0.0,0.0
675,intrigue,0.489,{},empty,1,1.0,0.0,0.0,0.0
676,still,0.22,"{'heavy': -0.313, 'wild': -0.281}",antonym,0,0.0,0.0,0.0,0.0
677,western,0.9159999999999999,{'eastern': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
678,defined,-0.209,{'undefined': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
679,happy,0.368,"{'depressing': -0.253, 'unhappy': -0.848, 'sad': -0.054}",antonym,1,1.0,0.0,0.0,0.0
680,want,0.36200000000000004,"{'have': -0.111, 'pull': -0.049, 'short': -0.226, 'plain': -0.167, 'forget': -1.009, 'stupidity': -1.093, 'please': -0.431, 'better': -0.291, 'improvement': -0.478, 'go': -0.151, 'make': -0.319}",synonym_antonym,0,0.0,0.0,0.0,0.0
681,familiar,-0.519,{'unknown': 0.464},antonym,0,0.0,0.0,0.0,0.0
682,emotional,-0.065,{'cool': 1.151},antonym,0,0.0,0.0,0.0,0.0
683,hoped,0.7809999999999999,{'unexpected': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
684,earlier,0.292,{'last': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
685,saving,0.363,{'evil': -0.021},synonym_antonym,0,0.0,0.0,0.0,0.0
686,implausible,-0.066,{'likely': 0.768},antonym,1,0.0,0.0,0.0,0.0
687,adults,-0.192,{'black': 0.023},antonym,0,0.0,0.0,0.0,0.0
688,dishes,0.28600000000000003,{'common': -0.212},antonym,0,0.0,0.0,0.0,0.0
689,provided,1.203,"{'stand': -0.849, 'better': -0.291, 'little': -0.175, 'necessary': -0.57, 'lack': -0.328, 'please': -0.431, 'standard': -0.799, 'majority': -0.372, 'beginning': -0.085, 'free': -1.085, 'pull': -0.049, 'waste': -2.789, 'low': -0.214, 'activity': -0.375, 'unable': -0.809, 'high': -0.298, 'focus': -0.292, 'wet': -0.239, 'fill': -0.485, 'give': -0.209, 'thin': -0.416}",synonym_antonym,0,0.0,0.0,0.0,0.0
690,species,0.285,{'type': -0.391},antonym,0,0.0,0.0,0.0,0.0
691,keeping,0.32899999999999996,{'noncompliance': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
692,genre,-0.42,{'polyphony': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
693,club,-0.737,{'cool': 1.151},antonym,0,0.0,0.0,0.0,0.0
694,frustrating,-0.215,{'helpful': 0.801},synonym_antonym,1,1.0,0.0,0.0,0.0
695,reader,-0.017,{'trade edition': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
696,system,0.27899999999999997,{'someone': -0.873},synonym_antonym,0,0.0,0.0,0.0,0.0
697,and,0.20199999999999999,{'poor': -1.049},synonym_antonym,0,0.0,0.0,0.0,0.0
698,plausible,0.6679999999999999,"{'implausible': -0.066, 'dull': -1.066}",antonym,1,1.0,0.0,0.0,0.0
699,happens,-0.095,"{'begin': 0.751, 'survive': 0.418, 'opening': 0.418, 'appreciate': 0.192, 'gain': 0.108, 'stop': 0.613, 'stay': 0.399, 'ride': 0.982, 'advance': 0.454, 'fall': 0.319, 'follow': 0.39, 'fast': 0.227, 'interesting': 0.543, 'smart': 0.537, 'quickly': 0.154, 'relax': 0.58, 'heat': 0.641, 'end': 0.821, 'death': 0.516, 'rush': 1.001}",synonym_antonym,0,0.0,0.0,0.0,0.0
700,morning,0.27699999999999997,{'beginning': -0.085},antonym,0,0.0,0.0,0.0,0.0
701,pretty,-0.14,"{'good': 1.216, 'unusual': 0.606}",synonym_antonym,0,0.0,0.0,0.0,0.0
702,recipes,-0.21899999999999997,{'ready': 1.922},synonym_antonym,0,0.0,0.0,0.0,0.0
703,forgotten,0.276,{'noticed': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
704,need,0.669,"{'broken': -0.032, 'pack': -0.013}",synonym_antonym,0,0.0,0.0,0.0,0.0
705,see,0.159,"{'open': -0.062, 'juvenile': -1.104, 'respect': -0.598}",synonym_antonym,0,0.0,0.0,0.0,0.0
706,view,0.075,"{'respect': -0.598, 'pull': -0.049, 'left': -0.593}",synonym_antonym,0,0.0,0.0,0.0,0.0
707,quickly,0.154,{'slow': -1.023},antonym,0,0.0,0.0,0.0,0.0
708,he,0.3,{'software': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
709,is,-0.085,"{'change': 0.311, 'agree': 0.305}",antonym,0,0.0,0.0,0.0,0.0
710,sequel,0.625,{'middle': -0.304},antonym,0,0.0,0.0,0.0,0.0
711,somewhat,-0.08199999999999999,{'unfairly': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
712,brother,0.371,{'sister': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
713,perspective,0.6509999999999999,"{'respect': -0.598, 'pull': -0.049, 'left': -0.593}",synonym_antonym,0,0.0,0.0,0.0,0.0
714,detective,-1.423,{'medical': 1.144},antonym,0,0.0,0.0,0.0,0.0
715,holy,0.305,"{'unhappy': -0.848, 'lost': -0.782}",antonym,1,1.0,0.0,0.0,0.0
716,movie,-0.23600000000000002,"{'dislike': 0.235, 'color': 0.013, 'recall': 0.338, 'day': 0.464, 'comedy': 0.182, 'stay': 0.399, 'loud': 0.815, 'fire': 0.042, 'inside': 0.245, 'moving': 0.39}",synonym_antonym,0,0.0,0.0,0.0,0.0
717,enjoying,0.585,{'stand': -0.849},synonym_antonym,1,1.0,0.0,0.0,0.0
718,first,0.212,{'middle': -0.304},antonym,0,0.0,0.0,0.0,0.0
719,romantic,0.636,"{'adult': -0.674, 'female': -1.742, 'juvenile': -1.104}",synonym_antonym,1,1.0,0.0,0.0,0.0
720,held,0.7390000000000001,{'unowned': 0.0},oov_antonym,0,0.0,0.0,1.0,0.895
721,sin,0.258,{'moral': -0.289},synonym_antonym,0,0.0,0.0,0.0,0.0
722,inside,0.245,{'outside': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
723,frequently,0.256,{'rarely': -0.599},antonym,0,0.0,0.0,0.0,0.0
724,wondered,0.256,{'interesting': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
725,run,-0.04,"{'recall': 0.338, 'concise': 0.32}",antonym,0,0.0,0.0,0.0,0.0
726,times,0.71,{'regulation time': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
727,person,0.223,"{'male': -0.344, 'adult': -0.674, 'female': -1.742, 'juvenile': -1.104}",antonym,0,0.0,0.0,0.0,0.0
728,plots,0.102,{'truth': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
729,speaking,0.252,"{'open': -0.062, 'continue': -0.105}",synonym_antonym,0,0.0,0.0,0.0,0.0
730,lifestyle,-0.171,{'terseness': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
731,creepy,-0.017,{'pleasant': 0.233},antonym,0,0.0,0.0,0.0,0.0
732,throw,0.25,{'open': -0.062},antonym,0,0.0,0.0,0.0,0.0
733,mention,0.505,{'break': -0.172},antonym,0,0.0,0.0,0.0,0.0
734,figured,0.332,"{'plain': -0.167, 'complain': -0.66}",antonym,0,0.0,0.0,0.0,0.0
735,came,0.21100000000000002,{'leave': -0.562},antonym,0,0.0,0.0,0.0,0.0
736,kindle,0.182,{'better': -0.291},antonym,0,0.0,0.0,0.0,0.0
737,reference,0.505,{'juvenile': -1.104},antonym,0,0.0,0.0,0.0,0.0
738,mean,-0.373,"{'lose': 0.122, 'sell': 0.128, 'relax': 0.58, 'change': 0.311, 'agree': 0.305, 'heat': 0.641, 'miss': 0.409, 'nice': 1.156}",synonym_antonym,0,0.0,0.0,0.0,0.0
739,hair,0.179,"{'beginning': -0.085, 'middle': -0.304, 'connect': -0.406}",antonym,0,0.0,0.0,0.0,0.0
740,john,0.64,{'female': -1.742},synonym_antonym,0,0.0,0.0,0.0,0.0
741,once,0.782,{'present': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
742,question,0.24100000000000002,"{'say': -0.403, 'tell': -0.091}",synonym_antonym,0,0.0,0.0,0.0,0.0
743,ending,-0.21899999999999997,"{'add': 0.412, 'begin': 0.751}",antonym,0,0.0,0.0,0.0,0.0
744,gets,0.10300000000000001,"{'lack': -0.328, 'pack': -0.013, 'open': -0.062, 'connect': -0.406, 'go': -0.151, 'leave': -0.562, 'push': -0.752, 'charge': -0.497, 'bad': -0.784, 'give': -0.209, 'beginning': -0.085, 'continue': -0.105, 'better': -0.291}",synonym_antonym,0,0.0,0.0,0.0,0.0
745,reading,0.14800000000000002,{},empty,0,0.0,0.0,0.0,0.0
746,continue,-0.105,{'change': 0.311},antonym,0,0.0,0.0,0.0,0.0
747,desire,-0.006999999999999999,{'dislike': 0.235},antonym,0,0.0,0.0,0.0,0.0
748,eden,0.237,"{'beginning': -0.085, 'middle': -0.304, 'connect': -0.406}",antonym,0,0.0,0.0,0.0,0.0
749,recommended,0.163,"{'adult': -0.674, 'female': -1.742, 'juvenile': -1.104}",synonym_antonym,0,0.0,0.0,0.0,0.0
750,tale,0.948,{'unhappy': -0.848},antonym,0,0.0,0.0,0.0,0.0
751,complex,0.20800000000000002,{'simple': -0.104},antonym,0,0.0,0.0,0.0,0.0
752,remains,0.23399999999999999,"{'work': -0.071, 'strength': -0.538, 'juvenile': -1.104}",synonym_antonym,0,0.0,0.0,0.0,0.0
753,mail,0.41700000000000004,{'give': -0.209},synonym_antonym,0,0.0,0.0,0.0,0.0
754,size,0.244,"{'big': -0.25, 'little': -0.175, 'small': -0.721}",antonym,0,0.0,0.0,0.0,0.0
755,scary,0.306,{'unalarming': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
756,stand,-0.8490000000000001,{'sit': 0.225},antonym,0,0.0,0.0,0.0,0.0
757,colors,0.22,{'increase': 0.0},oov_antonym,0,0.0,0.0,0.0,0.0
758,light,0.337,"{'fill': -0.485, 'charge': -0.497, 'dark': -0.465, 'dull': -1.066, 'bright': -0.017, 'stand': -0.849, 'stupidity': -1.093, 'wet': -0.239, 'heavy': -0.313, 'open': -0.062, 'serious': -0.024}",synonym_antonym,0,0.0,0.0,0.0,0.0
759,front,0.21899999999999997,"{'respect': -0.598, 'female': -1.742, 'die': -0.366}",synonym_antonym,0,0.0,0.0,0.0,0.0
760,sadness,0.21899999999999997,{'joy': -0.307},antonym,1,1.0,0.0,0.0,0.0
761,takes,-0.20199999999999999,{'recall': 0.338},antonym,0,0.0,0.0,0.0,0.0
762,hardly,0.35100000000000003,{'standard': -0.799},synonym_antonym,1,1.0,0.0,0.0,0.0
